Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,Library Name,BioSampleModel,geo_loc_name,lat_lon,HOST,host_sex,env_broad_scale,env_local_scale,env_medium,Host_Age,host_subject_id,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),project_name,host_taxid,scientific_name,samp_mat_process,Host_Diet,INSDC_center_name,INSDC_status,Sample_name,Submitter_Id,external_id,INSDC_last_update,host_body_product,isolation_source,host_tissue_sampled,isolate,host_life_stage,host_body_site,broad-scale_environmental_context,environmental_medium,local_environmental_context,Sequencing_method,ENA_first_public,host_body_habitat,host_common_name,environment_(biome),environment_(feature),environment_(material),host-associated_environmental_package,INSDC_first_public,investigation_type,organism,host_phenotype,source_material_id,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,subspecific_genetic_lineage,env_biome,env_feature,env_material,perturbation,Description,samp_store_dur,samp_store_temp,samp_vol_we_dna_ext,sample_title,seq_methods,Negative_control_1,Negative_control_2,positive_control,steer_id,replicate,samp_collect_device,experiment,JMF_sample_ID,User_sample_ID,Time_point_h,treatment,SAMPLING_TIME,Depth,Environment_Feature,Environment_material,altitude,chem_administration,samp_size,strain,temp,Cow,MiCowTrTiSeq,TimePostFeeding,treat,rel_to_oxygen,elev,Host_disease,gravidity,host_blood_press_diast,host_blood_press_syst,host_body_temp,host_color,host_dry_mass,host_family_relationship,host_genotype,host_growth_cond,host_height,host_infra_specific_name,host_infra_specific_rank,host_last_meal,host_length,host_shape,host_substrate,host_tot_mass,misc_param,organism_count,oxy_stat_samp,samp_salinity,samp_store_loc,Cultivar,Ecotype,common_name,nucleic_acid_extraction,ENA_last_update,INSDC_center_alias,age,BREED,collected_by
ERR12543494,WGS,297,9633145383,PRJEB64249,SAMEA114093740,3255594639,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917835,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093740,ERP149388,2025-02-13T16:42:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0133_S111,PN0441_0133_S111,SAMEA114093740,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543517,WGS,206,625053172,PRJEB64249,SAMEA114093763,219731237,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917858,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093763,ERP149388,2025-02-13T02:52:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0156_S134,PN0441_0156_S134,SAMEA114093763,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543520,WGS,298,8269762001,PRJEB64249,SAMEA114093766,2796486703,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917861,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093766,ERP149388,2025-02-13T16:41:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0159_S137,PN0441_0159_S137,SAMEA114093766,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543530,WGS,298,6853644657,PRJEB64249,SAMEA114093776,2358231826,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917871,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093776,ERP149388,2025-02-13T16:43:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0177_S147,PN0441_0177_S147,SAMEA114093776,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543534,WGS,298,9341774136,PRJEB64249,SAMEA114093780,3183674944,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917875,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093780,ERP149388,2025-02-22T20:34:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0181_S151,PN0441_0181_S151,SAMEA114093780,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543538,WGS,296,1174851082,PRJEB64249,SAMEA114093784,400034084,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917879,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093784,ERP149388,2025-02-26T17:03:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0186_S156,PN0441_0186_S156,SAMEA114093784,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR13965073,WGS,302,8582511424,PRJEB64249,SAMEA114093791,2827923792,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX13366166,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093791,ERP149388,2025-02-13T16:44:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0447_006_S6,PN0447_006_S6,SAMEA114093791,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR13965077,WGS,302,10019868344,PRJEB64249,SAMEA114093795,3280707389,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX13366170,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093795,ERP149388,2025-02-13T16:43:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0447_010_S10,PN0447_010_S10,SAMEA114093795,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR13965083,WGS,302,8571750560,PRJEB64249,SAMEA114093801,2850660812,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX13366176,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093801,ERP149388,2025-02-13T16:40:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0447_016_S16,PN0447_016_S16,SAMEA114093801,2023-07-17T18:36:08Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR13965097,WGS,302,8984556776,PRJEB64249,SAMEA114093815,2940066211,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX13366190,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093815,ERP149388,2025-02-13T16:42:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0447_030_S30,PN0447_030_S30,SAMEA114093815,2023-07-17T18:36:08Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR13965099,WGS,302,69158,PRJEB64249,SAMEA114093817,90040,QUEEN'S UNIVERSITY BELFAST,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX13366192,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-20T00:00:00Z,SAMEA114093817,ERP149388,2025-02-13T03:22:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0447_032_S32,PN0447_032_S32,SAMEA114093817,2023-07-17T18:36:08Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31916050,WGS,293,4045234412,PRJNA1207526,SAMN46135708,1985711161,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27273998,NextSeq 2000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-07T00:00:00Z,KH811_3,SRP555817,2025-01-07T18:03:00Z,1,2021-05-05,USA,North America,KH811_3,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",USA:UT,restricted access,Bos taurus,,gastrointestinal tract [BTO:0000511],forestomach [BTO:0000480],rumen [BTO:0001194],,,,,,,,,9913,,,,,,,,,,rumen contents,,rumen [UBERON:0007365],,,,,,,,,rumen,cow,,,,,,,,,Kochia Hay Case Cow 811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salvia reflexa poisoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31916051,WGS,291,2863856152,PRJNA1207526,SAMN46135707,1375220466,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27273997,NextSeq 2000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-07T00:00:00Z,KHCC_2,SRP555817,2025-01-07T18:02:00Z,1,2021-05-05,USA,North America,KHCC_2,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",USA:UT,restricted access,Bos taurus,,gastrointestinal tract [BTO:0000511],forestomach [BTO:0000480],rumen [BTO:0001194],,,,,,,,,9913,,,,,,,,,,rumen contents,,rumen [UBERON:0007365],,,,,,,,,rumen,cow,,,,,,,,,Kochia Hay Case Cull Cow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salvia reflexa poisoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31916053,WGS,292,1419874265,PRJNA1207526,SAMN46135706,691255042,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27273995,NextSeq 2000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-07T00:00:00Z,KH57_1,SRP555817,2025-01-07T18:01:00Z,1,2021-05-05,USA,North America,KH57_1,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",USA:UT,restricted access,Bos taurus,,gastrointestinal tract [BTO:0000511],forestomach [BTO:0000480],rumen [BTO:0001194],,,,,,,,,9913,,,,,,,,,,rumen contents,,rumen [UBERON:0007365],,,,,,,,,rumen,cow,,,,,,,,,Kochia Hay Case 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salvia reflexa poisoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543393,WGS,297,7363334260,PRJEB64249,SAMEA114093639,2489014243,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917734,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093639,ERP149388,2025-02-13T06:03:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0001_S1,PN0441_0001_S1,SAMEA114093639,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543394,WGS,297,5985425614,PRJEB64249,SAMEA114093640,2090198122,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917735,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093640,ERP149388,2025-02-13T06:09:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0002_S2,PN0441_0002_S2,SAMEA114093640,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543396,WGS,298,6955262622,PRJEB64249,SAMEA114093642,2353844787,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917737,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093642,ERP149388,2025-02-13T06:08:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0004_S4,PN0441_0004_S4,SAMEA114093642,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543397,WGS,297,6506199938,PRJEB64249,SAMEA114093643,2220024169,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917738,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093643,ERP149388,2025-02-13T06:05:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0009_S5,PN0441_0009_S5,SAMEA114093643,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543399,WGS,297,5394222779,PRJEB64249,SAMEA114093645,1872241402,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917740,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093645,ERP149388,2025-02-13T06:08:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0011_S7,PN0441_0011_S7,SAMEA114093645,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543400,WGS,297,6627110989,PRJEB64249,SAMEA114093646,2259808486,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917741,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093646,ERP149388,2025-02-13T06:10:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0012_S8,PN0441_0012_S8,SAMEA114093646,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543401,WGS,298,10148151221,PRJEB64249,SAMEA114093647,3394098319,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917742,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093647,ERP149388,2025-02-13T16:52:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0017_S9,PN0441_0017_S9,SAMEA114093647,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543402,WGS,298,7794885838,PRJEB64249,SAMEA114093648,2824903564,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917743,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093648,ERP149388,2025-02-13T06:08:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0018_S10,PN0441_0018_S10,SAMEA114093648,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543404,WGS,297,8608758545,PRJEB64249,SAMEA114093650,2904264543,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917745,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093650,ERP149388,2025-02-13T06:04:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0020_S12,PN0441_0020_S12,SAMEA114093650,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543405,WGS,297,8664451005,PRJEB64249,SAMEA114093651,2949636043,QUEEN'S UNIVERSITY BELFAST,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917746,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093651,ERP149388,2025-02-13T16:49:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0025_S13,PN0441_0025_S13,SAMEA114093651,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR12543406,WGS,297,8759825254,PRJEB64249,SAMEA114093652,2969911796,QUEEN'S UNIVERSITY BELFAST,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX11917747,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,bovine gut metagenome,ILLUMINA,2025-01-21T00:00:00Z,SAMEA114093652,ERP149388,2025-02-22T16:57:00Z,1,2021,United Kingdom,Europe,BacteriaandArchaea,,,,,,,,,,,2025-01-20,2025-01-20,United Kingdom,54.60787,-5.92644,Protein project,,bovine gut metagenome,,,QUEEN'S UNIVERSITY BELFAST,public,PN0441_0026_S14,PN0441_0026_S14,SAMEA114093652,2023-07-17T18:36:07Z,,,,,,,experimental_farm,ruminal_fluid,UBERON_0000475,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,Extraction kit reagents,Library prep_reagents,zymobiomics_mc_stan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
